日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230428,8227,しまむら,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8230,はせがわ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8233,高島屋,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8237,松屋,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8242,エイチ・ツー・オー　リテイリング,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230428,8244,近鉄百貨店,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8247,大和,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,8252,丸井グループ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8253,クレディセゾン,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8254,さいか屋,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,8255,アクシアル　リテイリング,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8256,プロルート丸光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,8260,井筒屋,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8267,イオン,プライム（内国株式）,6100,小売業,14,小売 ,2,TOPIX Large70
20230428,8273,イズミ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8275,フォーバル,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230428,8276,平和堂,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230428,8278,フジ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230428,8279,ヤオコー,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8281,ゼビオホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230428,8282,ケーズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,8283,ＰＡＬＴＡＣ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230428,8285,三谷産業,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230428,8289,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8291,日産東京販売ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,8301,日本銀行　出資証券,出資証券,-,-,-,-,-,-
20230428,8303,ＳＢＩ新生銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8304,あおぞら銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,7050,銀行業,15,銀行 ,1,TOPIX Core30
20230428,8308,りそなホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,2,TOPIX Large70
20230428,8309,三井住友トラスト・ホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,2,TOPIX Large70
20230428,8316,三井住友フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,1,TOPIX Core30
20230428,8331,千葉銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8334,群馬銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8336,武蔵野銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8337,千葉興業銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8338,筑波銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8341,七十七銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8343,秋田銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8344,山形銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8345,岩手銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8346,東邦銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8349,東北銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8354,ふくおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8358,スルガ銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8359,八十二銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8360,山梨中央銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8361,大垣共立銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8362,福井銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8364,清水銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8365,富山銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8366,滋賀銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8367,南都銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8368,百五銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8369,京都銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8370,紀陽銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8377,ほくほくフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8381,山陰合同銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8383,鳥取銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8386,百十四銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8387,四国銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8388,阿波銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8392,大分銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8393,宮崎銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8395,佐賀銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8399,琉球銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8410,セブン銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8411,みずほフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,1,TOPIX Core30
20230428,8416,高知銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8418,山口フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,8421,信金中央金庫　優先出資証券,出資証券,-,-,-,-,-,-
20230428,8424,芙蓉総合リース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8425,みずほリース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8439,東京センチュリー,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8462,フューチャーベンチャーキャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8473,ＳＢＩホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8508,Ｊトラスト,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,-,-
20230428,8511,日本証券金融,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8515,アイフル,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8518,日本アジア投資,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8521,長野銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8522,名古屋銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8524,北洋銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8537,大光銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8541,愛媛銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8542,トマト銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8544,京葉銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8550,栃木銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8551,北日本銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8558,東和銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8562,福島銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8563,大東銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8566,リコーリース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8570,イオンフィナンシャルサービス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8572,アコム,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8584,ジャックス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8585,オリエントコーポレーション,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8591,オリックス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8593,三菱ＨＣキャピタル,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8595,ジャフコ　グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8596,九州リースサービス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8600,トモニホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8601,大和証券グループ本社,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8604,野村ホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8609,岡三証券グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8613,丸三証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8614,東洋証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8616,東海東京フィナンシャル・ホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8617,光世証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8622,水戸証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8624,いちよし証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8628,松井証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8630,ＳＯＭＰＯホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8697,日本取引所グループ,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8698,マネックスグループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8699,ＨＳホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8700,丸八証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8704,トレイダーズホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8705,日産証券グループ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8706,極東証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8707,岩井コスモホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8708,アイザワ証券グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8713,フィデアホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20230428,8714,池田泉州ホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20230428,8715,アニコム　ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8732,マネーパートナーズグループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8737,あかつき本社,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8739,スパークス・グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8742,小林洋行,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8746,第一商品,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8747,豊トラスティ証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,8750,第一生命ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20230428,8766,東京海上ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,1,TOPIX Core30
20230428,8769,アドバンテッジリスクマネジメント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,8771,イー・ギャランティ,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20230428,8772,アサックス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8783,ＧＦＡ,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,-,-
20230428,8789,フィンテック　グローバル,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） ,-,-
20230428,8793,ＮＥＣキャピタルソリューション,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8795,Ｔ＆Ｄホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,4,TOPIX Mid400
20230428,8798,アドバンスクリエイト,プライム（内国株式）,7150,保険業,16,金融（除く銀行） ,7,TOPIX Small 2
20230428,8801,三井不動産,プライム（内国株式）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20230428,8802,三菱地所,プライム（内国株式）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20230428,8803,平和不動産,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8804,東京建物,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20230428,8818,京阪神ビルディング,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8830,住友不動産,プライム（内国株式）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20230428,8835,太平洋興発,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230428,8836,ＲＩＳＥ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8841,テーオーシー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8842,東京楽天地,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8844,コスモスイニシア,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8848,レオパレス２１,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8850,スターツコーポレーション,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8854,日住サービス,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8860,フジ住宅,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8864,空港施設,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8869,明和地所,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8871,ゴールドクレスト,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8876,リログループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,8877,エスリード,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8881,日神グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8886,ウッドフレンズ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8887,リベレステ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8889,ＡＰＡＭＡＮ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8890,レーサム,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8891,ＡＭＧホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8892,日本エスコン,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8893,新日本建物,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8897,ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8898,センチュリー２１・ジャパン,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8903,サンウッド,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8904,ＡＶＡＮＴＩＡ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8905,イオンモール,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20230428,8908,毎日コムネット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8912,エリアクエスト,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8914,エリアリンク,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8917,ファースト住建,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8918,ランド,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8919,カチタス,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8920,東祥,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,8921,シーズクリエイト,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,8923,トーセイ,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8925,アルデプロ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8927,明豊エンタープライズ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8928,穴吹興産,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8929,青山財産ネットワークス,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8931,和田興産,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8934,サンフロンティア不動産,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,8935,ＦＪネクストホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8938,グローム・ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8940,インテリックス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8944,ランドビジネス,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8945,サンネクスタグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8953,日本都市ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8956,ＮＴＴ都市開発リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8961,森トラストリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8972,ケネディクス・オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,8995,誠建設工業,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8996,ハウスフリーダム,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,8999,グランディハウス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,9001,東武鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9003,相鉄ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9005,東急,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9006,京浜急行電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9007,小田急電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9008,京王電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9009,京成電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9010,富士急行,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20230428,9012,秩父鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9017,新潟交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9020,東日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20230428,9021,西日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20230428,9022,東海旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20230428,9024,西武ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9025,鴻池運輸,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20230428,9028,ゼロ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9029,ヒガシトゥエンティワン,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9031,西日本鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9033,広島電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9034,南総通運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9036,東部ネットワーク,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 ,-,-
20230428,9037,ハマキョウレックス,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20230428,9039,サカイ引越センター,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20230428,9041,近鉄グループホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9042,阪急阪神ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20230428,9044,南海電気鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
