日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230428,3456,ＴＳＯＮ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3458,シーアールイー,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3461,パルマ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3464,プロパティエージェント,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3465,ケイアイスター不動産,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20230428,3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3467,アグレ都市デザイン,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3469,デュアルタップ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3472,大江戸温泉リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3475,グッドコムアセット,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3477,フォーライフ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3479,ティーケーピー,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3480,ジェイ・エス・ビー,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3481,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3482,ロードスターキャピタル,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3483,翔栄,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,3484,テンポイノベーション,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3486,グローバル・リンク・マネジメント,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3487,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3488,ザイマックス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3489,フェイスネットワーク,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230428,3490,アズ企画設計,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3492,タカラレーベン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3493,アドバンス・ロジスティクス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230428,3494,マリオン,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3495,香陵住販,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3496,アズーム,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3497,ＬｅＴｅｃｈ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3498,霞ヶ関キャピタル,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3501,住江織物,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3512,日本フエルト,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3513,イチカワ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3521,エコナックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3524,日東製網,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3526,芦森工業,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20230428,3529,アツギ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3536,アクサスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3537,昭栄薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,3538,ウイルプラスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3539,ＪＭホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230428,3540,歯愛メディカル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,3541,農業総合研究所,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,3542,ベガコーポレーション,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3543,コメダホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230428,3544,サツドラホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3546,アレンザホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3547,串カツ田中ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3548,バロックジャパンリミテッド,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3549,クスリのアオキホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,3550,スタジオアタオ,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3551,ダイニック,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3553,共和レザー,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230428,3556,リネットジャパングループ,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3557,ユナイテッド＆コレクティブ,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3558,ロコンド,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3559,ピーバンドットコム,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230428,3560,ほぼ日,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3561,力の源ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230428,3562,Ｎｏ．１,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230428,3565,アセンテック,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230428,3566,ユニフォームネクスト,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3569,セーレン,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20230428,3571,ソトー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3577,東海染工,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3580,小松マテーレ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3583,オーベクス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
20230428,3591,ワコールホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
20230428,3593,ホギメディカル,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20230428,3597,自重堂,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
20230428,3598,山喜,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
20230428,3600,フジックス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
20230428,3604,川本産業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
20230428,3607,クラウディアホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3608,ＴＳＩホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3611,マツオカコーポレーション,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230428,3612,ワールド,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20230428,3622,ネットイヤーグループ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3623,ビリングシステム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3624,アクセルマーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3625,テックファームホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3626,ＴＩＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3627,ＪＮＳホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3628,データホライゾン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3632,グリー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3633,ＧＭＯペパボ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3634,ソケッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3635,コーエーテクモホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3636,三菱総合研究所,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3639,ボルテージ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3640,電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3641,パピレス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3645,メディカルネット,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3646,駅探,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3647,ジー・スリーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3648,ＡＧＳ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3649,ファインデックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3653,モルフォ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3655,ブレインパッド,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3656,ＫＬａｂ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3657,ポールトゥウィンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3659,ネクソン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3660,アイスタイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3661,エムアップホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3662,エイチーム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3663,セルシス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3664,モブキャストホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3665,エニグモ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3666,テクノスジャパン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3667,ｅｎｉｓｈ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3668,コロプラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3670,協立情報通信,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3671,ソフトマックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3672,オルトプラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3673,ブロードリーフ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3674,オークファン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3675,クロス・マーケティンググループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3676,デジタルハーツホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3677,システム情報,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3678,メディアドゥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3679,じげん,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3680,ホットリンク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3681,ブイキューブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3683,サイバーリンクス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3686,ディー・エル・イー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3687,フィックスターズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3690,イルグルム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3691,デジタルプラス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3692,ＦＦＲＩセキュリティ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3694,オプティム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3695,ＧＭＯリサーチ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3696,セレス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3697,ＳＨＩＦＴ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3698,ＣＲＩ・ミドルウェア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3708,特種東海製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,6,TOPIX Small 1
20230428,3710,ジョルダン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3712,情報企画,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3719,ジェクシード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3723,日本ファルコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3726,フォーシーズＨＤ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,3727,アプリックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3733,ソフトウェア・サービス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3738,ティーガイア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3741,セック,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3744,サイオス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3747,インタートレード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3750,サイトリ細胞研究所,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3753,フライトホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3758,アエリア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3760,ケイブ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3762,テクマトリックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3763,プロシップ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3766,システムズ・デザイン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3768,リスクモンスター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3770,ザッパラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3771,システムリサーチ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3772,ウェルス・マネジメント,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,3773,アドバンスト・メディア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3774,インターネットイニシアティブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,3776,ブロードバンドタワー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3777,ＦＨＴホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3778,さくらインターネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3782,ディー・ディー・エス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3784,ヴィンクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3787,テクノマセマティカル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3791,ＩＧポート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3793,ドリコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3796,いい生活,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3798,ＵＬＳグループ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3799,キーウェアソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3800,ユニリタ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3802,エコミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3803,イメージ情報開発,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3804,システム　ディ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3807,フィスコ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3810,サイバーステップ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3814,アルファクス・フード・システム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3815,メディア工房,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3816,大和コンピューター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3817,ＳＲＡホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3825,リミックスポイント,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3826,システムインテグレータ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3834,朝日ネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3835,ｅＢＡＳＥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3836,アバントグループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3837,アドソル日進,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3839,ＯＤＫソリューションズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3840,パス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3841,ジーダット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3842,ネクストジェン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3843,フリービット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3844,コムチュア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3845,アイフリークモバイル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3847,パシフィックシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3848,データ・アプリケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3851,日本一ソフトウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3852,サイバーコム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3853,アステリア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3854,アイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,-,-
20230428,3857,ラック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3858,ユビキタスＡＩ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3861,王子ホールディングス,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,4,TOPIX Mid400
20230428,3863,日本製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,6,TOPIX Small 1
20230428,3864,三菱製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20230428,3865,北越コーポレーション,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,6,TOPIX Small 1
20230428,3877,中越パルプ工業,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20230428,3878,巴川製紙所,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20230428,3880,大王製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学 ,4,TOPIX Mid400
20230428,3891,ニッポン高度紙工業,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 ,-,-
20230428,3892,岡山製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 ,-,-
20230428,3895,ハビックス,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 ,-,-
20230428,3896,阿波製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20230428,3900,クラウドワークス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3901,マークラインズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3902,メディカル・データ・ビジョン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3903,ｇｕｍｉ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,3904,カヤック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3905,データセクション,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3907,シリコンスタジオ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3908,コラボス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,3909,ショーケース,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,3910,エムケイシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
